Latitude,Longitude,Cluster,Weighted Safety Score
19.25732023141901,72.84544794630443,0,2.0
19.267969703550577,72.86752632855199,2,6.0
19.24406706291421,72.83787414600111,2,4.75
19.23277054600089,72.86168905924067,2,6.0
19.258641681493028,72.83721700499576,2,5.0
19.2429685663287,72.85184287403591,1,7.0
19.24779401374857,72.84806099775166,0,2.0
19.211862793573754,72.8449132183907,0,3.25
19.22347333156221,72.86657614233847,2,4.75
19.24576020896389,72.8588255612594,2,5.0
19.244646843267603,72.84741802757596,2,4.25
19.255995209642577,72.86818268352698,1,7.0
19.232808455060965,72.85811610809903,2,4.5
19.219028420146657,72.86430671573483,2,4.75
19.240014967073964,72.84185255339027,1,8.0
19.262142853632312,72.84195275178483,2,5.5
19.2325834071675,72.86755309818568,1,9.0
19.24160829995765,72.86477518762516,2,5.0
19.241567310680576,72.84561337737625,2,4.0
19.21612743099845,72.85641058566812,2,4.0
19.23050049649209,72.85379917861917,2,4.25
19.25692513856245,72.8613635087479,2,5.75
19.2513790887887,72.86584041292755,2,4.0
19.233861227277075,72.83719217712856,2,4.5
19.2694386018842,72.85641171134593,1,8.5
19.231761760214305,72.86089535510793,2,6.0
19.25405677845028,72.85039472560558,1,7.25
19.256479974738333,72.83587950508353,2,5.75
19.23006902218765,72.84685129202092,2,4.75
19.24540163708721,72.86063223734261,2,4.5
19.248322008664942,72.84597938730953,1,8.0
19.238659104370296,72.85443128700952,2,5.0
19.258237963801832,72.83604920970527,2,4.75
19.223320310186185,72.83610198128028,2,4.25
19.26859757600592,72.83776563258384,1,8.0
19.23128405405625,72.86029089696477,2,5.5
19.15146297645624,72.96398180929943,1,7.5
19.13158966547745,72.94823753243965,1,8.25
19.14655282829972,72.95651713273948,0,3.5
19.13591734096592,72.95104752843542,2,4.5
19.1511373546148,72.96174134860237,2,5.25
19.17626007433198,72.96538546024092,0,3.0
19.17715195141947,72.9614366342342,2,5.25
19.15331154129586,72.95122298506536,2,5.75
19.17713452452171,72.97827903802212,1,7.5
19.171958395785783,72.96737772018315,1,7.25
19.13067804061323,72.98212380815507,0,2.25
19.155891182763504,72.94380844789848,0,1.0
19.134108968559463,72.97655148050407,1,6.25
19.131258379504192,72.96196196162104,2,5.25
19.160012272746187,72.94668541640064,1,6.5
19.13256227878789,72.9724393921984,1,7.0
19.136408065954253,72.96538369244603,2,4.5
19.1582681738088,72.98826195334311,1,8.0
19.13485509918691,72.96324635518249,1,6.75
19.168114594016487,72.93764064985697,2,5.0
19.162841009261417,72.97908820275035,1,7.0
19.148044178926,72.96100844796246,0,3.25
19.17132758002436,72.9789696318746,2,4.25
19.143714163453403,72.97880922829013,2,4.75
19.177234868099045,72.97741893238182,2,5.25
19.136903917152075,72.98455511249833,1,6.25
19.16211965938271,72.95739440070254,2,5.5
19.1554004403858,72.97321595085268,0,3.0
19.173259744964884,72.97693863672141,0,3.0
19.138765016901644,72.95465020215127,2,6.0
19.1488873935652,72.93985455516521,0,3.5
19.16166145890537,72.95714397819584,1,6.5
19.13330718754605,72.9456231950935,1,6.5
19.1594881158036,72.98420089672491,1,8.0
19.13041876131233,72.97424997393942,1,6.25
19.156557736531976,72.94610260338538,2,4.5
19.177938381607326,72.98202986147773,0,2.0
19.158978461696154,72.96149247884955,1,6.25
19.1494995847721,72.9552218950035,0,2.75
19.17551910513381,72.96255639206443,2,4.5
19.16209787201326,72.96202449291684,2,4.5
19.140964711391334,72.98573297402332,1,7.25
19.13685465014482,72.95244016256483,2,4.0
19.15430919980104,72.98483028507036,2,5.25
19.137449802300004,72.93997096602551,0,3.5
19.13417480981032,72.94338817044293,1,7.25
19.161872764692266,72.98951714737512,0,2.25
19.1474156298344,72.93661959825367,1,7.5
19.17038507072075,72.9466061135971,1,7.5
19.155780140994715,72.98918608657046,1,6.5
19.17902283145557,72.95955176512287,1,7.0
19.154192763507226,72.98845715922025,2,5.75
19.14264847058432,72.94452185039127,1,7.0
19.177082828193008,72.9876958082249,2,5.0
19.130939518390623,72.93526919722528,2,4.75
19.1580300215482,72.98522982829536,2,4.5
19.13168047804248,72.98255382748236,1,7.5
19.155178587786324,72.93466248663947,2,5.75
19.15239357005454,72.9444750510357,0,3.25
19.1463083326669,72.98913868418457,1,8.5
19.1439508742118,72.94389716043634,2,4.0
19.13682204486269,72.94792284145153,1,7.75
19.14867852175613,72.96021791136911,0,3.5
19.17776509101052,72.95086859752857,2,5.25
19.175022208218472,72.96919748521341,1,8.25
19.15002538693893,72.93769652645187,1,7.5
19.144315765202315,72.98879333764954,0,3.5
19.176600328999644,72.96489657346203,2,5.25
19.15937077253875,72.97437090843188,1,7.5
19.13689355402075,72.9320894271217,2,4.5
19.15972348855285,72.97995204776304,1,9.25
19.141615844659647,72.97421931451338,2,4.5
19.139528893888546,72.95089410726497,0,3.25
19.17099143791101,72.94318430743091,2,4.0
19.14649118293357,72.93408294124636,2,6.0
19.14986673098663,72.94707239100114,1,7.5
19.13186998349569,72.95451301023833,0,3.5
19.17565633036591,72.96517958194384,2,5.5
19.14011870842352,72.9711355013639,0,1.75
19.147481615081308,72.96442170840342,0,2.0
19.13453763122629,72.97810897060715,0,2.75
19.14397580566825,72.9731022485903,2,4.75
19.15288228654948,72.97033778922957,2,4.25
19.16400782791425,72.96377438395136,0,2.0
19.14512447335178,72.97017366439593,2,6.0
19.16685324400472,72.9716482932999,0,3.75
19.130139709332106,72.95445778750042,1,6.25
19.15513190596886,72.97229457504694,2,6.0
19.16799287967013,72.96864601337792,2,4.0
19.17703796767447,72.94881989886657,0,1.0
19.17751706764827,72.95398370606507,1,6.25
19.14455198075149,72.98531611253703,1,6.25
19.140620551710985,72.94781603263671,0,3.0
19.16550758562666,72.95185624956912,2,5.0
19.13986234430618,72.93979033946647,2,5.5
19.149076969487243,72.95513498962137,1,7.25
19.14619979652217,72.95309635123527,0,3.75
19.154540930209222,72.98306702473378,0,3.75
19.163969143267096,72.95827287644664,1,9.0
19.15954635416888,72.96135571660429,0,2.75
19.07810580930812,72.82452171986012,0,3.75
19.0475751709222,72.82016165797397,2,5.5
19.063675469418808,72.83695430896978,2,6.0
19.076600411856003,72.82787767241682,0,2.5
19.07821641666103,72.83520320785621,1,8.25
19.07226417600419,72.82999323205182,2,4.75
19.065219133001897,72.82422182328129,2,4.0
19.08272949361764,72.82617943331887,0,1.5
19.071468936847463,72.82102057965271,2,4.5
19.08324031400624,72.83362729818127,2,4.75
19.076655877095583,72.83816195619727,1,7.25
19.06685341031508,72.84227861088335,1,6.25
19.084034860930142,72.82201340123036,2,6.0
19.046562900268828,72.82771345256262,0,2.25
19.07480630668732,72.84738350357586,1,7.75
19.07832861396288,72.82770716364718,0,3.75
19.04473612026168,72.83903128056288,0,2.0
19.077285124122195,72.83181866677126,2,4.75
19.083533887339183,72.81925288957838,1,9.0
19.07405202187935,72.8434939222455,1,7.75
19.064046337703203,72.8219461877695,1,9.0
19.047571664445808,72.82773725744482,2,4.0
19.0411231172805,72.82508337688363,1,6.75
19.06064247667209,72.82323628203416,2,4.0
19.057614286154504,72.82260533728834,0,3.5
19.04132311436355,72.82385606825197,1,9.5
19.05040259243197,72.84562510870906,2,5.0
19.0614657365211,72.82902445567152,2,4.5
19.08983616389505,72.83469127927621,0,3.0
19.047429385550007,72.82695731204272,1,7.25
19.08373209170747,72.82566830969756,1,7.0
19.05895514816207,72.81863203759988,1,8.0
19.08885074093564,72.84488841291152,2,4.5
19.06533721741132,72.83493838366887,2,5.25
19.07263929605643,72.82343701439743,2,4.25
19.05648395114926,72.83759486809306,2,5.0
19.08480729532185,72.83500522138857,2,4.5
19.040477364961525,72.838021534129,1,6.5
19.07132306424763,72.82374243774498,0,3.5
19.072472892713144,72.83815428738102,2,5.0
19.08802013349838,72.8435816023233,0,1.25
19.04418940213211,72.8317352552365,1,6.75
19.08230018477077,72.82243835533228,2,5.5
19.057948624083064,72.84077618914995,1,6.25
19.088032937611885,72.8414301060204,1,7.0
19.059787410071404,72.83708630213326,2,5.5
19.06543202694268,72.83140180732394,2,5.75
19.0865141221137,72.84466969169694,0,2.25
19.07875690408282,72.84322278582596,2,5.75
19.089459240489703,72.82269941733901,0,1.0
19.08351007302844,72.83362167090328,0,3.0
19.047721675682844,72.82744509822614,0,2.0
19.046825800847603,72.8326386196001,2,5.75
19.086198889746136,72.83993879859446,0,1.75
19.045653883028702,72.82074928772545,2,6.0
19.08434269027538,72.83406134397094,1,6.25
19.08874815310858,72.82128453461804,0,3.75
19.080017109639662,72.8344893724699,2,4.5
19.07269499524744,72.8209224956187,2,4.0
19.07882422120376,72.83659687828384,2,5.75
19.04220836087472,72.84012525886273,0,0.75
19.07579345840469,72.83222073549646,2,5.75
19.0745790331778,72.84545386393567,2,6.0
19.067554870232804,72.820614551524,2,4.75
19.051883212928203,72.83851991016465,1,6.5
19.04567569575134,72.81821629634427,1,10.0
19.0510524716602,72.8350236301747,1,6.5
19.070774317003725,72.82349053006347,2,5.5
19.088232771557443,72.8282106540448,2,4.25
19.059566567122808,72.82812774406156,0,2.5
19.08532679264648,72.8360932447374,0,3.5
19.06803353765988,72.82037484911346,0,2.5
19.04562265332011,72.82072941233902,0,3.5
19.054352460292247,72.8206653513726,1,7.25
19.07965380200299,72.84773944923937,0,3.75
19.050607200387155,72.84095288079638,0,3.0
19.08729871757919,72.83781157297848,1,6.25
19.060870409911363,72.8369829124308,0,0.0
19.0856765026246,72.82869434514173,1,7.25
19.042373227903425,72.83810609302128,1,9.5
19.083514390946423,72.84519366598533,2,5.75
19.0457487467513,72.83049386518104,2,5.5
19.07871840171909,72.83370698087927,0,2.5
19.05029947868276,72.84027405500476,1,8.75
19.048176292694045,72.82006519580176,0,2.75
19.070583331426125,72.82026983240604,2,5.75
19.075095151039275,72.8207849300871,0,2.25
19.08450195662861,72.84514314077035,2,4.25
19.04034047382125,72.81877037597154,0,2.0
19.064414656029864,72.8280998210858,2,5.5
19.0815682029166,72.83059316273327,0,3.5
19.089860211649697,72.82906909595326,0,2.0
19.08908707067909,72.83912376622129,0,2.25
19.04082134884388,72.84620546397062,0,2.25
19.0589332991658,72.83610220985354,2,5.25
19.066849985188654,72.83902266989624,0,3.0
19.04325296539575,72.83488405510093,0,2.5
19.059606868902225,72.81812427810863,0,3.25
19.088490957270704,72.83353426604863,0,1.5
19.0435953012506,72.84678944665163,2,5.5
19.06339376619228,72.83668250864368,2,5.75
19.095936828126952,72.84257945678809,2,6.0
19.09604608087795,72.83032519895644,2,5.25
19.086566062725808,72.8280238586777,1,8.5
19.095185098593365,72.85159960240914,0,3.0
19.09763945033828,72.83710543635793,2,6.0
19.09090276000134,72.84551257845769,2,5.25
19.080879928822064,72.83174650537732,1,6.5
19.0958417769756,72.83859088881282,2,5.0
19.07707786431845,72.84319137556646,0,2.0
19.068022799256443,72.84351887134795,0,3.25
19.07562863949498,72.8310409207203,0,0.0
19.066855244681857,72.83350021903686,1,6.25
19.07087315796204,72.85895035238967,1,8.0
19.086391640606376,72.83619722249055,2,5.75
19.09338984387399,72.85913053744271,1,6.5
19.088049761687085,72.83842205064533,0,2.5
19.068102157740626,72.8383797013351,2,4.75
19.075290648834304,72.84255352012403,1,7.0
19.08584964546694,72.85064630804251,1,7.25
19.07862105747723,72.84621962299107,2,6.0
19.06650200633049,72.83002510792245,1,8.0
19.074889344570742,72.84441539992736,0,2.75
19.087557702029912,72.84016207128417,0,2.75
19.09274509996226,72.85492692717743,2,5.0
19.092436018079816,72.84030437182527,1,7.25
19.082133977252862,72.83734300522511,0,2.75
19.09786976077116,72.83854530458558,2,5.25
19.07885922686329,72.83296918909613,2,6.0
19.089527071532924,72.83676566892018,0,3.5
19.09974333761898,72.84922112483031,1,7.25
19.06872056888464,72.83505690703612,0,3.5
19.095515087948165,72.8597828388494,1,7.0
19.083554527524942,72.83523261553356,2,6.0
19.094740789513896,72.85837891504477,2,5.0
19.078278602323977,72.84619895177926,2,5.0
19.08846739880732,72.83864000905807,1,7.0
19.061623685711687,72.83659825912865,1,6.75
19.076209246122183,72.82895686597342,0,3.25
19.08319623369408,72.84539825143003,0,1.75
19.071238651524503,72.82978607621264,2,4.25
19.094479352172826,72.84032543949814,1,6.25
19.06537363729264,72.82869722959734,2,4.5
19.090746154087043,72.85722506098526,2,5.25
19.070879178835742,72.85156730639818,1,8.0
19.08735298900577,72.84836123692908,2,5.5
19.07715802246762,72.84258214302069,2,4.5
19.099690742131813,72.8344104228351,1,7.5
19.092733041181862,72.83678933084991,2,4.75
19.09494075900542,72.84545757121785,2,5.25
19.09866001543883,72.857159396155,1,7.75
19.07683515182256,72.83311439457103,2,5.75
19.067010710190143,72.83093859325454,0,3.0
19.07421495521406,72.84054517866309,2,5.25
19.08694385942603,72.84088582313754,0,3.25
19.07933292840321,72.83783892111938,0,1.25
19.08057241753014,72.83343858519505,1,6.5
19.087593057124764,72.84597284736132,0,1.5
19.06693628474813,72.8599996677667,0,3.75
19.096134760322723,72.83469867274042,2,4.25
19.09011425842665,72.84654931682854,0,3.0
19.08613529705175,72.841080277448,1,6.5
19.094323300545867,72.82985491185285,0,3.5
19.07319399470985,72.84291458493347,2,5.0
19.086418851580778,72.84442468524078,0,1.25
19.066804471536948,72.8306697289991,0,3.5
19.065327162867494,72.84229452902238,2,5.25
19.083594385556825,72.83802342131973,2,4.25
19.080138266394176,72.84785508868178,1,6.75
19.09109917546325,72.83022061177418,0,3.5
19.08774347514576,72.85277212671853,1,6.5
19.08596563388553,72.84126499993184,0,3.5
19.07075997157977,72.85430360276216,0,3.0
19.07510844354354,72.8296396378984,2,4.25
19.06316853561996,72.82963664076317,1,7.0
19.085277051572746,72.85356927602227,1,7.0
19.09138708101498,72.85369339121947,1,8.25
19.09761484813756,72.84322210202788,2,4.75
19.09171402687696,72.83016577960815,0,2.0
19.0775901167633,72.83381727332966,2,4.25
19.085306838608545,72.8565249734241,2,5.5
19.06233757007141,72.837111652407,2,5.25
19.063820946833783,72.83931066076232,2,6.0
19.07093859536515,72.85378427377059,2,4.5
19.067731553245945,72.82935430576045,2,5.25
19.08796153865261,72.83617450435604,0,3.0
19.07945742949397,72.84291674534242,0,2.5
19.076737842390944,72.8449822389643,1,7.5
19.074467718749336,72.83078336727249,0,3.25
19.09389920852204,72.84473143813351,1,7.75
19.09460781358115,72.82800901261689,1,7.5
19.08001880384754,72.8425264159941,2,4.75
19.06911339483244,72.84304697061928,2,5.5
19.07185242824362,72.8302384189787,0,0.5
19.091511586923417,72.85987433608445,2,6.0
19.09585044086902,72.82941497844477,1,6.75
19.079668377476484,72.82913809463702,2,5.25
19.094558832915222,72.85844537784419,2,5.0
19.08727550221611,72.84391755279962,0,1.75
19.06660657245563,72.83131241698183,0,3.0
19.183149098596704,72.98861011089583,0,3.25
19.212013756853448,72.96702793521693,1,8.75
19.21446677512767,72.96229478525629,2,5.25
19.18900250800216,73.00760705102608,0,2.0
19.162753606476056,72.96722942235868,1,6.25
19.192078940112854,72.95214401296094,1,8.0
19.173554577056105,73.01703231564557,1,6.25
19.20549468763705,73.0075394251749,2,4.0
19.21761996798446,72.96286958357213,0,2.25
19.17798209473571,73.00318367273137,1,7.25
19.172903053075043,72.95738923223497,0,2.5
19.19626068473448,72.97032056703779,2,4.5
19.202188716205104,73.00725241958149,0,3.75
19.19640098610081,72.99176725070036,0,2.5
19.162225886120087,73.00220294334979,2,5.0
19.18346770138085,72.99470994943877,2,5.0
19.202497121661448,73.01458203936114,1,7.25
19.19468302681153,72.99423418133115,2,5.0
19.16457555258098,72.97686001941841,2,6.0
19.1864520578634,73.0124237144286,2,5.75
19.195933686914564,73.01965096924188,2,4.25
19.179209227664582,73.00788923517759,1,6.75
19.215501762849417,72.99742810374339,0,3.0
19.194771821710987,72.99654940913094,1,7.5
19.206872741914346,72.9626297802655,2,4.0
19.165587295743872,72.95098234591501,1,7.0
19.16487117875074,72.99531101625783,0,3.25
19.179682844155344,72.99394718382841,0,3.25
19.17809973151414,72.95620855452646,2,4.0
19.184512825739706,73.01099479868591,2,5.5
19.20278748138285,73.0094881702155,0,2.5
19.21100132597934,72.98652261284235,2,4.5
19.19319338147333,73.00017713561705,2,5.0
19.17787022397845,72.96318785489088,0,3.0
19.21743412054248,73.00642550829023,2,5.0
19.212565594185644,72.97900111370039,1,6.25
19.17752195772624,73.01810667811326,1,7.5
19.204252838420835,72.95709677727935,0,3.25
19.16362174549016,72.96036146166603,0,2.75
19.213374040036413,73.00350235744716,1,7.0
19.17654287262509,72.96113363310424,2,4.75
19.162701080795784,72.99931952801956,2,5.5
19.18535544619369,73.01218288013504,0,1.75
19.17476076028311,73.00269834665998,1,7.0
19.166035255555137,72.9947210313648,2,4.25
19.21609577994612,72.9792358045186,0,3.5
19.16321596488704,72.99029637330388,2,5.0
19.218576260394244,73.00347521081488,2,5.25
19.219423765579503,72.95307242262375,2,4.5
19.193829641009675,72.95433686224513,2,4.75
19.16559088794357,72.96167874558114,2,4.5
19.167135889589265,72.99531769066583,1,8.0
19.16193778781086,73.01044808047746,0,1.75
19.160872618852395,72.95920121188641,2,4.75
19.16410967899053,72.98427277863759,0,2.0
19.191627768967592,73.00663655675498,2,4.75
19.18768625008804,73.00363423829107,0,2.75
19.17922756465653,73.01108820728462,2,5.75
19.219888282566416,73.00848723602756,2,4.5
19.20594446482143,73.01248420022813,0,0.5
19.19104034467611,72.99063484330473,0,2.25
19.214694338255008,72.96243631351723,0,1.0
19.2103468969258,73.01068189651555,0,2.5
19.219501991672963,73.01276019512734,2,5.5
19.161480848380155,73.00581537590958,2,5.5
19.2156867778547,73.01527905366834,0,3.75
19.17569657213376,73.00614045933608,2,5.25
19.17328272502853,72.99810338208896,0,1.5
19.19042493840248,72.96880587789474,2,6.0
19.1831251179754,72.96160258737335,2,4.75
19.20524991596044,72.98770865737796,2,4.5
19.209033805648687,72.99684825800661,1,8.75
19.18762983269448,73.01315601915256,1,6.25
19.21925633454008,73.00845245170125,2,4.0
19.207110303196533,73.01955028496282,0,1.0
19.21829176880429,72.95035484908236,1,6.75
19.180174723704805,72.97730102664761,1,7.0
19.217956013229315,72.96066695278395,0,2.0
19.218078293061435,73.01522906612877,2,5.25
19.160231383725936,72.9820199133859,1,8.5
19.19893420807757,73.0085279776871,0,2.75
19.1944689801958,72.98737517078769,2,4.5
19.211060208189664,72.97188885107451,1,7.5
19.19867887646111,72.98094389517478,0,3.5
19.184942289516894,72.95524485824788,1,6.5
19.17997417350489,72.95904967532049,0,3.5
19.21005360682658,72.97926774087064,2,4.75
19.19045689085956,73.00712562824889,1,6.75
19.21256915887019,72.95253466193944,1,6.75
19.199347410724936,72.96061414057753,1,7.5
19.18031058691026,72.98116158174716,2,4.25
19.210726219706626,72.99573508345135,1,7.25
19.179580407519023,72.9931958620255,1,6.25
19.1692966767696,72.96075460443711,0,2.5
19.176060560177607,72.97024642281579,1,6.75
19.16654272630825,72.97144880576259,2,5.5
19.20583835363077,73.01495946493014,1,6.75
19.20005429016905,72.99251218817646,2,4.25
19.21774572745404,72.95052680446068,2,5.5
19.16129318953869,73.01911921179004,2,5.5
19.235103126088287,73.1602505210068,1,6.5
19.22374424752176,73.1502348887558,0,2.5
19.26357347022754,73.19647363271594,2,6.0
19.244477628381087,73.16281383099236,0,3.75
19.269280038120925,73.18312720793233,2,4.75
19.2361514864248,73.18600270153138,0,2.75
19.226966744672783,73.16108621585342,2,5.0
19.251314751726543,73.16868676328885,0,3.5
19.26234771970028,73.14660586200866,1,7.5
19.22992250176977,73.16122927273888,0,3.5
19.25629701300512,73.18732327295525,0,3.5
19.224507583700063,73.18452868256627,2,4.0
19.2576820727296,73.15937731755717,0,1.0
19.24749658643777,73.18929367582541,2,6.0
19.250586771565647,73.17001592411408,1,6.5
19.23356724020056,73.19225998575652,1,7.0
19.224305276081108,73.17255126746075,2,4.75
19.26953314120533,73.16060638213621,0,3.25
19.226198300521588,73.1884745640555,2,6.0
19.26853219671652,73.15960843293506,2,4.25
19.24156244588292,73.14422458259422,2,4.5
19.251896210056863,73.15651053727818,2,4.75
19.245232247992654,73.17069781533169,0,3.5
19.256726525147016,73.16732556722876,1,8.25
19.22704760051393,73.18551653323634,2,4.5
19.266032948925567,73.1802970492643,1,6.5
19.23238612538465,73.15843681786222,2,4.5
19.26189904572736,73.14035522947219,1,7.25
19.24884891295719,73.15135387762457,1,7.5
19.24399331030489,73.1543085825377,2,4.0
19.24501745752884,73.14934323542762,1,7.75
19.25675928618441,73.14678694717519,0,0.75
19.26477472736137,73.18109707523317,2,4.5
19.24278126684637,73.1785903758477,1,7.5
19.24530821494634,73.16499900365216,1,7.5
19.2376893012818,73.16259364909237,0,3.5
19.22073129690277,73.15761211208539,2,4.0
19.248057854377784,73.14589147217465,0,1.25
19.25885697251208,73.19979535757815,1,6.25
19.266640656589185,73.14452574872001,2,4.25
19.259326927981807,73.17260979405839,2,5.0
19.23953760831992,73.16971336815297,1,7.5
19.248286793062807,73.15031254170906,2,4.0
19.269791229504204,73.17919716555181,1,6.5
19.26857557284409,73.14701764029418,1,7.0
19.220990325661248,73.15244725542671,0,2.5
19.234798201810165,73.17277101432597,2,5.75
19.25616534979825,73.19008648407755,0,3.5
19.26649337971285,73.14814662137626,0,1.5
19.243033315812465,73.19235678637732,2,5.5
19.233695244957843,73.19474710033784,2,4.25
19.258566825872045,73.1670478694005,1,7.0
19.235734026513487,73.14560208457188,2,5.5
19.262602103679228,73.14505745848335,1,6.5
19.222090954282464,73.18278921196344,2,4.25
19.264649607863102,73.14808738448389,0,3.0
19.26239399358614,73.18603436592845,1,7.75
19.246839705813795,73.17666315750583,0,3.0
19.24051427557261,73.18553451213687,2,4.0
19.26893603663721,73.16515868145449,2,4.25
19.23541008512808,73.15919044744403,0,3.25
19.222280600604343,73.1557882806252,2,5.75
19.24600389062408,73.19085491802541,0,2.25
19.266213541743696,73.19229438716206,2,5.5
19.240424682838576,73.17861859652773,1,6.25
19.26303497995769,73.17070546503311,1,7.5
19.258496505635826,73.19379460186872,0,2.25
19.24737884128323,73.14458387430018,0,3.5
19.22395282095505,73.17125655002299,2,5.5
19.25520866640556,73.16404497357946,0,2.5
19.22943576085415,73.19942831719375,2,4.75
19.22775908988738,73.17646930429018,0,2.75
19.266721168520977,73.16007932037586,0,2.75
19.25733738447031,73.17515538031026,1,8.25
19.22066197239481,73.17845895341426,1,7.25
19.244946552508225,73.19700632931993,0,3.5
19.24613986056293,73.19529623092602,2,5.5
19.22430369254946,73.14353272579267,1,7.5
19.236019915611056,73.17171361181164,0,3.25
19.23392239094772,73.17630499825958,2,4.5
19.26345992127914,73.15595981582872,0,3.0
19.249890947442527,73.14421397160646,0,3.0
19.25736121448844,73.1407338116046,2,4.5
19.245973642947312,73.14935882026288,0,3.0
19.225337534756623,73.18668924703695,2,4.5
19.2327446608862,73.19132976421204,1,7.25
19.24911980804722,73.19161138403283,1,7.0
19.24352843589611,73.15880759163839,0,3.5
19.234315592135907,73.17839963779367,1,6.5
19.254223672878343,73.19115475279983,0,3.5
19.23987973064229,73.17218450858745,2,5.0
19.251396750472743,73.19123173848307,2,4.0
19.25462346133673,73.15874068866836,1,7.0
19.26860257348891,73.15310744050726,1,6.25
19.251950683560786,73.15356470294518,1,10.0
19.24402799247217,73.14658182145158,1,7.5
19.264272420195297,73.17963639401918,1,8.75
19.25788661909805,73.1846725276306,2,5.0
19.255002945674143,73.1587191618666,2,4.5
19.255322764570764,73.15280530506055,2,4.25
